sno,age,job,salary,marital,education,housing,loan,,,
2130,29,blue-collar,20000,married,secondary,yes,yes,,,
2131,28,blue-collar,20000,married,tertiary,yes,no,,,
2132,25,admin.,50000,single,secondary,yes,no,,,
2133,47,blue-collar,20000,single,primary,yes,no,,,
2134,50,management,100000,single,secondary,yes,no,,,
2135,37,management,100000,married,tertiary,yes,no,,,
2136,28,blue-collar,20000,married,secondary,yes,yes,,,
2137,54,management,100000,divorced,tertiary,yes,no,,,
2138,42,blue-collar,20000,divorced,primary,yes,no,,,
2139,43,services,70000,married,primary,yes,no,,,
2140,29,blue-collar,20000,married,secondary,yes,no,,,
2141,30,services,70000,married,secondary,yes,no,,,
2142,25,services,70000,single,secondary,yes,no,,,
2143,35,blue-collar,20000,divorced,secondary,yes,no,,,
2144,54,blue-collar,20000,divorced,unknown,yes,no,,,
2145,52,blue-collar,20000,married,secondary,yes,no,,,
2146,55,blue-collar,20000,divorced,unknown,yes,no,,,
2147,51,blue-collar,20000,married,secondary,no,no,,,
2148,32,management,100000,single,tertiary,yes,no,,,
2149,33,entrepreneur,120000,married,tertiary,yes,no,,,
2150,40,retired,55000,single,primary,no,no,,,
2151,56,retired,55000,divorced,primary,yes,no,,,
2152,37,management,100000,divorced,secondary,yes,no,,,
2153,36,blue-collar,20000,married,secondary,yes,no,,,
2154,37,services,70000,married,secondary,yes,no,,,
2155,29,services,70000,married,secondary,yes,no,,,
2156,46,admin.,50000,single,secondary,yes,yes,,,
2157,34,blue-collar,20000,married,primary,yes,no,,,
2158,44,self-employed,60000,divorced,secondary,yes,no,,,
2159,34,blue-collar,20000,married,secondary,no,no,,,
2160,56,admin.,50000,single,secondary,yes,no,,,
2161,34,admin.,50000,married,secondary,yes,no,,,
2162,35,technician,60000,married,secondary,yes,no,,,
2163,37,management,100000,divorced,tertiary,yes,no,,,
2164,41,blue-collar,20000,married,secondary,yes,yes,,,
2165,36,services,70000,single,secondary,yes,no,,,
2166,33,technician,60000,married,secondary,yes,no,,,
2167,32,blue-collar,20000,married,secondary,yes,no,,,
2168,39,management,100000,divorced,tertiary,no,no,,,
2169,31,management,100000,single,tertiary,yes,yes,,,
2170,34,blue-collar,20000,married,secondary,yes,no,,,
2171,42,services,70000,married,primary,yes,no,,,
2172,29,admin.,50000,single,secondary,yes,no,,,
2173,48,blue-collar,20000,married,secondary,yes,no,,,
2174,40,blue-collar,20000,married,primary,yes,no,,,
2175,35,blue-collar,20000,single,primary,no,no,,,
2176,49,management,100000,divorced,tertiary,yes,no,,,
2177,53,management,100000,married,tertiary,yes,no,,,
2178,37,services,70000,single,secondary,no,no,,,
2179,37,blue-collar,20000,married,secondary,yes,no,,,
2180,40,management,100000,single,tertiary,yes,no,,,
2181,45,admin.,50000,divorced,tertiary,yes,no,,,
2182,34,admin.,50000,married,secondary,yes,no,,,
2183,57,blue-collar,20000,single,primary,yes,no,,,
2184,29,technician,60000,single,secondary,yes,yes,,,
2185,40,services,70000,single,secondary,yes,no,,,
2186,31,blue-collar,20000,single,secondary,yes,no,,,
2187,31,management,100000,married,tertiary,yes,yes,,,
2188,42,services,70000,single,secondary,yes,no,,,
2189,47,management,100000,married,secondary,yes,no,,,
2190,32,blue-collar,20000,single,primary,yes,no,,,
2191,33,admin.,50000,single,secondary,yes,yes,,,
2192,50,management,100000,married,tertiary,yes,no,,,
2193,31,blue-collar,20000,married,primary,yes,no,,,
2194,42,services,70000,divorced,secondary,yes,no,,,
2195,60,blue-collar,20000,married,primary,no,no,,,
2196,58,admin.,50000,divorced,secondary,yes,no,,,
2197,43,blue-collar,20000,married,primary,yes,no,,,
2198,52,technician,60000,married,tertiary,yes,no,,,
2199,38,blue-collar,20000,married,secondary,yes,no,,,
2200,26,student,4000,single,primary,yes,no,,,
2201,31,blue-collar,20000,single,primary,yes,no,,,
2202,36,blue-collar,20000,married,primary,yes,no,,,
2203,49,blue-collar,20000,married,secondary,yes,no,,,
2204,47,admin.,50000,married,secondary,yes,yes,,,
2205,31,blue-collar,20000,married,secondary,yes,no,,,
2206,59,blue-collar,20000,married,primary,no,no,,,
2207,59,retired,55000,divorced,secondary,no,no,,,
2208,33,blue-collar,20000,married,secondary,yes,no,,,
2209,35,blue-collar,20000,married,secondary,yes,no,,,
2210,32,blue-collar,20000,single,secondary,yes,no,,,
2211,29,technician,60000,single,secondary,yes,yes,,,
2212,38,services,70000,married,secondary,yes,no,,,
2213,43,blue-collar,20000,married,primary,yes,no,,,
2214,29,management,100000,single,tertiary,yes,no,,,
2215,29,technician,60000,single,secondary,yes,yes,,,
2216,28,student,4000,single,secondary,yes,no,,,
2217,41,blue-collar,20000,married,secondary,yes,no,,,
2218,33,blue-collar,20000,single,primary,yes,no,,,
2219,36,admin.,50000,single,secondary,yes,yes,,,
2220,43,blue-collar,20000,married,primary,yes,no,,,
2221,29,blue-collar,20000,married,secondary,yes,no,,,
2222,23,technician,60000,single,secondary,yes,yes,,,
2223,51,blue-collar,20000,married,primary,yes,no,,,
2224,24,blue-collar,20000,single,secondary,yes,no,,,
2225,50,admin.,50000,divorced,secondary,yes,yes,,,
2226,51,blue-collar,20000,married,secondary,yes,no,,,
2227,44,blue-collar,20000,married,secondary,yes,yes,,,
2228,46,admin.,50000,married,secondary,yes,no,,,
2229,40,blue-collar,20000,married,primary,yes,no,,,
2230,30,blue-collar,20000,married,secondary,yes,no,,,
2231,40,management,100000,married,tertiary,yes,no,,,
2232,37,services,70000,single,secondary,no,no,,,
2233,36,management,100000,married,tertiary,yes,no,,,
2234,34,blue-collar,20000,married,secondary,yes,no,,,
2235,30,blue-collar,20000,married,secondary,no,yes,,,
2236,33,blue-collar,20000,married,unknown,yes,no,,,
2237,33,technician,60000,single,tertiary,yes,no,,,
2238,26,blue-collar,20000,single,primary,yes,no,,,
2239,28,management,100000,single,tertiary,yes,no,,,
2240,37,blue-collar,20000,married,primary,yes,yes,,,
2241,27,housemaid,16000,married,primary,yes,no,,,
2242,27,technician,60000,single,secondary,yes,no,,,
2243,38,blue-collar,20000,married,secondary,yes,yes,,,
2244,31,blue-collar,20000,married,primary,yes,no,,,
2245,27,technician,60000,married,secondary,yes,no,,,
2246,40,technician,60000,married,secondary,yes,yes,,,
2247,35,blue-collar,20000,married,secondary,yes,no,,,
2248,47,housemaid,16000,married,primary,yes,no,,,
2249,55,management,100000,married,primary,yes,no,,,
2250,36,management,100000,married,tertiary,yes,no,,,
2251,35,admin.,50000,married,secondary,yes,no,,,
2252,29,admin.,50000,married,secondary,yes,no,,,
2253,43,blue-collar,20000,married,secondary,no,no,,,
2254,31,management,100000,married,tertiary,yes,no,,,
2255,47,entrepreneur,120000,married,tertiary,yes,no,,,
2256,31,self-employed,60000,married,secondary,yes,no,,,
2257,30,blue-collar,20000,married,secondary,yes,no,,,
2258,43,blue-collar,20000,married,primary,yes,yes,,,
2259,38,blue-collar,20000,divorced,primary,yes,no,,,
2260,53,services,70000,divorced,secondary,yes,no,,,
2261,41,technician,60000,single,secondary,yes,no,,,
2262,42,services,70000,married,secondary,no,no,,,
2263,39,technician,60000,single,secondary,yes,no,,,
2264,34,blue-collar,20000,married,secondary,yes,no,,,
2265,27,admin.,50000,single,secondary,yes,no,,,
2266,35,admin.,50000,single,secondary,yes,no,,,
2267,47,entrepreneur,120000,married,unknown,yes,yes,,,
2268,54,blue-collar,20000,married,secondary,yes,no,,,
2269,53,self-employed,60000,married,primary,yes,no,,,
2270,34,blue-collar,20000,married,primary,yes,no,,,
2271,35,blue-collar,20000,married,primary,yes,no,,,
2272,26,blue-collar,20000,married,secondary,yes,no,,,
2273,30,admin.,50000,single,secondary,yes,no,,,
2274,53,retired,55000,married,secondary,yes,yes,,,
2275,44,technician,60000,married,secondary,yes,no,,,
2276,56,blue-collar,20000,married,primary,yes,no,,,
2277,35,technician,60000,married,secondary,yes,no,,,
2278,35,management,100000,single,tertiary,yes,no,,,
2279,34,admin.,50000,married,secondary,yes,no,,,
2280,55,blue-collar,20000,married,primary,yes,no,,,
2281,31,blue-collar,20000,single,secondary,yes,no,,,
2282,30,entrepreneur,120000,single,tertiary,yes,no,,,
2283,50,services,70000,divorced,secondary,yes,no,,,
2284,46,management,100000,divorced,tertiary,yes,no,,,
2285,26,admin.,50000,single,secondary,yes,no,,,
2286,48,blue-collar,20000,married,secondary,yes,no,,,
2287,43,blue-collar,20000,married,primary,yes,yes,,,
2288,36,technician,60000,married,secondary,no,no,,,
2289,41,admin.,50000,divorced,secondary,yes,yes,,,
2290,36,technician,60000,married,secondary,yes,no,,,
2291,41,blue-collar,20000,single,primary,no,no,,,
2292,29,technician,60000,single,secondary,yes,no,,,
2293,36,management,100000,married,tertiary,yes,no,,,
2294,43,services,70000,single,secondary,yes,no,,,
2295,29,management,100000,married,tertiary,yes,no,,,
2296,59,housemaid,16000,divorced,primary,yes,no,,,
2297,39,services,70000,divorced,primary,yes,no,,,
2298,51,self-employed,60000,married,secondary,yes,no,,,
2299,31,management,100000,married,tertiary,yes,no,,,
2300,35,blue-collar,20000,married,secondary,yes,no,,,
2301,36,blue-collar,20000,married,primary,yes,no,,,
2302,41,admin.,50000,single,secondary,yes,no,,,
2303,28,technician,60000,single,secondary,yes,no,,,
2304,35,blue-collar,20000,married,secondary,yes,no,,,
2305,47,blue-collar,20000,married,primary,yes,yes,,,
2306,33,self-employed,60000,married,secondary,yes,no,,,
2307,33,services,70000,married,secondary,yes,no,,,
2308,38,technician,60000,divorced,tertiary,no,no,,,
2309,41,blue-collar,20000,divorced,secondary,yes,no,,,
2310,40,blue-collar,20000,married,primary,yes,no,,,
2311,55,admin.,50000,divorced,secondary,yes,no,,,
2312,33,blue-collar,20000,married,primary,yes,yes,,,
2313,33,services,70000,married,secondary,yes,no,,,
2314,47,admin.,50000,married,secondary,yes,no,,,
2315,41,blue-collar,20000,married,secondary,yes,no,,,
2316,47,blue-collar,20000,single,primary,yes,no,,,
2317,41,unemployed,8000,single,secondary,yes,no,,,
2318,33,blue-collar,20000,married,secondary,yes,no,,,
2319,37,technician,60000,married,secondary,yes,yes,,,
2320,37,blue-collar,20000,married,primary,no,no,,,
2321,38,self-employed,60000,single,secondary,yes,no,,,
2322,27,services,70000,single,secondary,yes,no,,,
2323,42,blue-collar,20000,married,secondary,yes,no,,,
2324,43,management,100000,married,tertiary,yes,no,,,
2325,57,blue-collar,20000,married,secondary,yes,no,,,
2326,39,blue-collar,20000,married,primary,yes,no,,,
2327,28,admin.,50000,married,secondary,yes,no,,,
2328,32,services,70000,married,secondary,no,no,,,
2329,33,blue-collar,20000,single,secondary,yes,no,,,
2330,32,admin.,50000,single,secondary,yes,yes,,,
2331,31,student,4000,single,tertiary,yes,no,,,
2332,39,services,70000,single,secondary,yes,no,,,
2333,34,blue-collar,20000,single,tertiary,no,no,,,
2334,49,blue-collar,20000,married,primary,yes,no,,,
2335,35,blue-collar,20000,married,secondary,yes,no,,,
2336,46,blue-collar,20000,married,primary,yes,no,,,
2337,37,services,70000,married,secondary,yes,no,,,
2338,49,entrepreneur,120000,married,primary,yes,no,,,
2339,31,services,70000,married,secondary,yes,no,,,
2340,43,blue-collar,20000,married,secondary,yes,no,,,
2341,48,blue-collar,20000,married,primary,yes,no,,,
2342,33,technician,60000,single,secondary,yes,yes,,,
2343,33,blue-collar,20000,married,secondary,yes,yes,,,
2344,32,technician,60000,married,secondary,yes,yes,,,
2345,48,blue-collar,20000,married,primary,no,no,,,
2346,39,blue-collar,20000,single,secondary,yes,no,,,
2347,42,services,70000,married,secondary,yes,no,,,
2348,30,services,70000,single,secondary,yes,no,,,
2349,37,services,70000,married,secondary,yes,no,,,
2350,32,blue-collar,20000,single,primary,yes,no,,,
2351,38,self-employed,60000,married,secondary,yes,no,,,
2352,42,blue-collar,20000,married,primary,yes,no,,,
2353,29,blue-collar,20000,married,secondary,yes,yes,,,
2354,52,management,100000,married,tertiary,no,no,,,
2355,32,student,4000,married,tertiary,yes,no,,,
2356,59,retired,55000,married,tertiary,yes,no,,,
2357,36,services,70000,single,secondary,yes,no,,,
2358,30,entrepreneur,120000,married,primary,yes,no,,,
2359,35,blue-collar,20000,married,primary,yes,no,,,
2360,33,blue-collar,20000,married,secondary,yes,no,,,
2361,26,admin.,50000,single,secondary,yes,no,,,
2362,30,technician,60000,divorced,tertiary,yes,no,,,
2363,29,blue-collar,20000,single,secondary,yes,no,,,
2364,48,technician,60000,divorced,secondary,yes,yes,,,
2365,33,technician,60000,single,secondary,yes,no,,,
2366,36,technician,60000,single,secondary,yes,no,,,
2367,40,technician,60000,married,tertiary,yes,no,,,
2368,40,self-employed,60000,married,tertiary,yes,no,,,
2369,30,services,70000,married,secondary,yes,no,,,
2370,34,services,70000,single,secondary,yes,no,,,
2371,39,blue-collar,20000,married,secondary,yes,no,,,
2372,28,entrepreneur,120000,married,tertiary,yes,no,,,
2373,31,services,70000,single,secondary,yes,no,,,
2374,40,admin.,50000,single,secondary,yes,no,,,
2375,41,self-employed,60000,married,unknown,yes,no,,,
2376,38,blue-collar,20000,married,primary,yes,no,,,
2377,48,retired,55000,divorced,primary,yes,no,,,
2378,33,technician,60000,single,tertiary,yes,yes,,,
2379,47,admin.,50000,married,secondary,no,no,,,
2380,50,blue-collar,20000,married,primary,yes,no,,,
2381,28,student,4000,single,secondary,no,no,,,
2382,39,services,70000,single,secondary,yes,no,,,
2383,42,services,70000,married,secondary,yes,yes,,,
2384,37,blue-collar,20000,married,primary,yes,no,,,
2385,30,technician,60000,single,secondary,yes,yes,,,
2386,27,services,70000,single,tertiary,yes,yes,,,
2387,31,technician,60000,single,secondary,yes,yes,,,
2388,27,admin.,50000,single,secondary,yes,no,,,
2389,57,services,70000,married,secondary,yes,no,,,
2390,39,blue-collar,20000,married,secondary,no,no,,,
2391,47,admin.,50000,married,secondary,yes,no,,,
2392,30,management,100000,single,tertiary,yes,no,,,
2393,42,blue-collar,20000,married,secondary,yes,no,,,
2394,38,management,100000,married,secondary,no,no,,,
2395,51,services,70000,married,secondary,yes,no,,,
2396,29,services,70000,married,secondary,yes,no,,,
2397,30,technician,60000,single,secondary,yes,no,,,
2398,46,blue-collar,20000,married,primary,yes,no,,,
2399,48,blue-collar,20000,married,secondary,yes,yes,,,
2400,31,management,100000,single,tertiary,yes,no,,,
2401,35,management,100000,single,tertiary,yes,no,,,
2402,43,blue-collar,20000,married,primary,no,yes,,,
2403,27,blue-collar,20000,married,primary,yes,no,,,
2404,32,services,70000,married,secondary,no,yes,,,
2405,23,admin.,50000,single,secondary,yes,no,,,
2406,43,management,100000,married,tertiary,yes,no,,,
2407,45,blue-collar,20000,single,secondary,yes,no,,,
2408,28,blue-collar,20000,married,secondary,yes,no,,,
2409,60,retired,55000,divorced,secondary,yes,no,,,
2410,35,blue-collar,20000,married,secondary,yes,no,,,
2411,36,self-employed,60000,single,tertiary,yes,no,,,
2412,31,entrepreneur,120000,single,secondary,yes,no,,,
2413,28,technician,60000,married,secondary,yes,no,,,
2414,34,admin.,50000,married,secondary,yes,no,,,
2415,30,services,70000,single,secondary,yes,no,,,
2416,28,services,70000,married,secondary,yes,no,,,
2417,40,technician,60000,single,secondary,yes,no,,,
2418,24,admin.,50000,married,secondary,yes,no,,,
2419,44,blue-collar,20000,single,primary,yes,no,,,
2420,25,admin.,50000,married,secondary,yes,no,,,
2421,34,blue-collar,20000,divorced,secondary,yes,no,,,
2422,21,blue-collar,20000,married,primary,yes,yes,,,
2423,29,blue-collar,20000,married,secondary,yes,yes,,,
2424,52,blue-collar,20000,divorced,primary,yes,no,,,
2425,34,technician,60000,divorced,tertiary,yes,no,,,
2426,47,blue-collar,20000,divorced,secondary,yes,no,,,
2427,33,blue-collar,20000,single,primary,yes,no,,,
2428,41,blue-collar,20000,divorced,secondary,yes,no,,,
2429,51,management,100000,married,tertiary,yes,no,,,
2430,42,services,70000,married,secondary,yes,no,,,
2431,34,blue-collar,20000,married,secondary,yes,no,,,
2432,28,services,70000,single,secondary,yes,yes,,,
2433,56,services,70000,single,secondary,yes,no,,,
2434,39,blue-collar,20000,married,primary,yes,no,,,
2435,28,technician,60000,single,tertiary,yes,no,,,
2436,27,blue-collar,20000,married,primary,yes,no,,,
2437,30,services,70000,single,secondary,yes,no,,,
2438,23,blue-collar,20000,single,primary,yes,no,,,
2439,33,management,100000,single,tertiary,yes,no,,,
2440,33,technician,60000,single,tertiary,yes,no,,,
2441,57,management,100000,married,tertiary,yes,no,,,
2442,38,services,70000,married,secondary,yes,no,,,
2443,37,blue-collar,20000,married,secondary,yes,no,,,
2444,52,blue-collar,20000,married,secondary,yes,yes,,,
2445,51,blue-collar,20000,divorced,secondary,no,no,,,
2446,25,blue-collar,20000,single,secondary,yes,no,,,
2447,26,services,70000,married,secondary,yes,no,,,
2448,34,technician,60000,married,secondary,yes,no,,,
2449,35,blue-collar,20000,single,primary,no,no,,,
2450,49,services,70000,divorced,primary,yes,no,,,
2451,32,management,100000,married,tertiary,yes,no,,,
2452,32,services,70000,married,secondary,yes,yes,,,
2453,31,admin.,50000,married,secondary,yes,no,,,
2454,39,blue-collar,20000,married,secondary,yes,no,,,
2455,29,blue-collar,20000,married,secondary,yes,no,,,
2456,28,blue-collar,20000,married,secondary,yes,no,,,
2457,48,management,100000,married,tertiary,yes,no,,,
2458,34,blue-collar,20000,married,secondary,yes,no,,,
2459,30,services,70000,single,primary,yes,no,,,
2460,40,technician,60000,married,secondary,yes,yes,,,
2461,38,housemaid,16000,divorced,tertiary,no,no,,,
2462,60,admin.,50000,divorced,secondary,yes,no,,,
2463,32,management,100000,single,tertiary,yes,no,,,
2464,42,blue-collar,20000,single,primary,yes,no,,,
2465,57,admin.,50000,divorced,primary,yes,no,,,
2466,34,management,100000,single,tertiary,yes,no,,,
2467,30,blue-collar,20000,married,primary,yes,no,,,
2468,31,management,100000,single,tertiary,yes,no,,,
2469,35,blue-collar,20000,divorced,secondary,yes,no,,,
2470,33,entrepreneur,120000,married,secondary,yes,no,,,
2471,30,admin.,50000,single,secondary,yes,no,,,
2472,30,admin.,50000,single,secondary,no,no,,,
2473,37,blue-collar,20000,divorced,secondary,yes,no,,,
2474,44,services,70000,married,secondary,yes,yes,,,
2475,24,admin.,50000,married,secondary,yes,no,,,
2476,31,self-employed,60000,married,tertiary,yes,no,,,
2477,34,management,100000,single,tertiary,yes,no,,,
2478,33,services,70000,divorced,secondary,yes,no,,,
2479,32,management,100000,single,tertiary,no,no,,,
2480,28,blue-collar,20000,married,secondary,yes,no,,,
2481,37,blue-collar,20000,married,secondary,yes,no,,,
2482,45,admin.,50000,married,secondary,yes,yes,,,
2483,27,management,100000,single,tertiary,yes,no,,,
2484,32,technician,60000,single,tertiary,yes,no,,,
2485,30,blue-collar,20000,married,primary,yes,no,,,
2486,28,technician,60000,single,secondary,yes,no,,,
2487,50,blue-collar,20000,married,primary,yes,no,,,
2488,44,blue-collar,20000,married,primary,yes,no,,,
2489,35,self-employed,60000,married,primary,yes,no,,,
2490,46,self-employed,60000,married,secondary,yes,yes,,,
2491,24,blue-collar,20000,single,primary,yes,no,,,
2492,31,blue-collar,20000,married,primary,yes,no,,,
2493,38,admin.,50000,single,unknown,yes,no,,,
2494,32,blue-collar,20000,divorced,secondary,yes,no,,,
2495,34,housemaid,16000,divorced,secondary,yes,no,,,
2496,35,blue-collar,20000,married,primary,yes,no,,,
2497,33,self-employed,60000,married,secondary,yes,yes,,,
2498,32,services,70000,married,secondary,yes,no,,,
2499,35,unemployed,8000,married,tertiary,yes,no,,,
2500,40,blue-collar,20000,divorced,secondary,yes,no,,,
2501,27,blue-collar,20000,married,secondary,yes,no,,,
2502,43,services,70000,married,secondary,yes,no,,,
2503,36,technician,60000,single,tertiary,yes,no,,,
2504,22,blue-collar,20000,single,secondary,yes,no,,,
2505,41,blue-collar,20000,married,primary,yes,no,,,
2506,29,management,100000,single,tertiary,yes,no,,,
2507,28,blue-collar,20000,married,secondary,yes,no,,,
2508,34,technician,60000,married,secondary,no,no,,,
2509,59,management,100000,married,primary,yes,no,,,
2510,26,blue-collar,20000,single,secondary,yes,yes,,,
2511,39,blue-collar,20000,divorced,secondary,yes,yes,,,
2512,31,blue-collar,20000,single,secondary,yes,no,,,
2513,31,technician,60000,single,tertiary,yes,no,,,
2514,47,services,70000,married,secondary,yes,no,,,
2515,28,admin.,50000,single,secondary,yes,no,,,
2516,28,student,4000,single,tertiary,yes,no,,,
2517,30,admin.,50000,single,secondary,yes,no,,,
2518,31,technician,60000,married,tertiary,yes,no,,,
2519,39,blue-collar,20000,married,secondary,yes,no,,,
2520,33,blue-collar,20000,single,secondary,yes,no,,,
2521,32,self-employed,60000,divorced,tertiary,yes,no,,,
2522,39,blue-collar,20000,single,unknown,yes,no,,,
2523,30,services,70000,single,secondary,yes,no,,,
2524,38,blue-collar,20000,married,secondary,yes,no,,,
2525,30,technician,60000,single,secondary,yes,no,,,
2526,45,self-employed,60000,married,tertiary,yes,yes,,,
2527,27,technician,60000,single,tertiary,yes,no,,,
2528,51,housemaid,16000,divorced,primary,yes,no,,,
2529,35,admin.,50000,divorced,secondary,no,no,,,
2530,42,admin.,50000,divorced,secondary,yes,no,,,
2531,57,admin.,50000,married,secondary,yes,no,,,
2532,32,blue-collar,20000,single,secondary,yes,no,,,
2533,28,blue-collar,20000,single,tertiary,no,no,,,
2534,32,technician,60000,single,secondary,yes,no,,,
2535,27,management,100000,married,tertiary,yes,no,,,
2536,43,services,70000,married,secondary,yes,yes,,,
2537,26,unemployed,8000,single,secondary,yes,no,,,
2538,35,housemaid,16000,married,tertiary,yes,no,,,
2539,32,admin.,50000,single,tertiary,yes,no,,,
2540,40,blue-collar,20000,married,secondary,yes,no,,,
2541,37,blue-collar,20000,single,primary,yes,no,,,
2542,31,technician,60000,single,tertiary,yes,no,,,
2543,26,technician,60000,single,secondary,yes,no,,,
2544,30,blue-collar,20000,single,primary,yes,no,,,
2545,59,blue-collar,20000,divorced,secondary,no,no,,,
2546,23,services,70000,single,secondary,yes,yes,,,
2547,55,technician,60000,married,tertiary,yes,no,,,
2548,27,technician,60000,married,secondary,yes,yes,,,
2549,33,blue-collar,20000,married,primary,yes,yes,,,
2550,28,admin.,50000,single,secondary,yes,no,,,
2551,26,student,4000,single,tertiary,yes,no,,,
2552,32,blue-collar,20000,single,secondary,yes,no,,,
2553,32,services,70000,married,secondary,yes,no,,,
2554,35,technician,60000,single,secondary,yes,yes,,,
2555,31,blue-collar,20000,married,secondary,yes,yes,,,
2556,28,management,100000,single,secondary,yes,no,,,
2557,48,blue-collar,20000,divorced,secondary,yes,no,,,
2558,31,admin.,50000,divorced,secondary,no,no,,,
2559,31,blue-collar,20000,single,secondary,yes,no,,,
2560,53,blue-collar,20000,single,primary,yes,no,,,
2561,29,blue-collar,20000,married,primary,yes,no,,,
2562,34,blue-collar,20000,married,primary,yes,no,,,
2563,24,technician,60000,single,secondary,yes,yes,,,
2564,37,blue-collar,20000,married,primary,yes,yes,,,
2565,34,blue-collar,20000,married,secondary,yes,no,,,
2566,30,technician,60000,single,tertiary,yes,no,,,
2567,31,admin.,50000,married,secondary,yes,no,,,
2568,43,blue-collar,20000,married,secondary,yes,no,,,
2569,32,services,70000,single,secondary,no,no,,,
2570,23,services,70000,single,unknown,yes,no,,,
2571,29,management,100000,single,tertiary,yes,no,,,
2572,49,admin.,50000,married,primary,yes,no,,,
2573,58,technician,60000,married,primary,yes,no,,,
2574,29,admin.,50000,single,secondary,yes,yes,,,
2575,38,blue-collar,20000,single,primary,yes,no,,,
2576,26,services,70000,single,secondary,yes,no,,,
2577,42,services,70000,married,secondary,yes,no,,,
2578,23,blue-collar,20000,single,secondary,yes,no,,,
2579,24,blue-collar,20000,single,primary,yes,no,,,
2580,45,entrepreneur,120000,married,primary,yes,yes,,,
2581,33,services,70000,married,secondary,yes,no,,,
2582,38,blue-collar,20000,married,primary,yes,no,,,
2583,26,technician,60000,single,tertiary,yes,no,,,
2584,39,entrepreneur,120000,married,unknown,yes,no,,,
2585,36,blue-collar,20000,divorced,secondary,yes,no,,,
2586,42,entrepreneur,120000,married,tertiary,yes,no,,,
2587,24,student,4000,single,secondary,no,no,,,
2588,35,technician,60000,single,secondary,yes,no,,,
2589,56,technician,60000,married,secondary,yes,no,,,
2590,38,technician,60000,single,secondary,yes,yes,,,
2591,30,blue-collar,20000,married,primary,yes,no,,,
2592,30,technician,60000,married,secondary,yes,yes,,,
2593,46,blue-collar,20000,married,primary,yes,yes,,,
2594,27,services,70000,single,secondary,yes,no,,,
2595,32,services,70000,single,secondary,yes,no,,,
2596,29,blue-collar,20000,single,primary,yes,no,,,
2597,39,management,100000,married,primary,yes,no,,,
2598,31,blue-collar,20000,married,primary,yes,no,,,
2599,31,blue-collar,20000,single,secondary,yes,no,,,
2600,39,services,70000,married,secondary,yes,no,,,
2601,23,blue-collar,20000,married,secondary,yes,no,,,
2602,29,technician,60000,single,secondary,yes,no,,,
2603,33,services,70000,single,secondary,yes,no,,,
2604,28,blue-collar,20000,married,secondary,yes,no,,,
2605,28,blue-collar,20000,single,secondary,yes,yes,,,
2606,25,student,4000,single,tertiary,yes,no,,,
2607,44,admin.,50000,divorced,secondary,yes,no,,,
2608,24,blue-collar,20000,single,secondary,yes,no,,,
2609,30,services,70000,single,secondary,yes,yes,,,
2610,28,blue-collar,20000,single,secondary,yes,no,,,
2611,35,admin.,50000,single,tertiary,yes,no,,,
2612,32,entrepreneur,120000,married,tertiary,yes,no,,,
2613,32,technician,60000,single,tertiary,yes,no,,,
2614,36,services,70000,married,secondary,yes,yes,,,
2615,34,blue-collar,20000,single,primary,yes,no,,,
2616,31,admin.,50000,single,secondary,no,no,,,
2617,25,blue-collar,20000,single,secondary,yes,no,,,
2618,33,blue-collar,20000,married,secondary,yes,no,,,
2619,46,blue-collar,20000,married,secondary,yes,no,,,
2620,28,services,70000,single,secondary,yes,no,,,
2621,43,blue-collar,20000,married,secondary,yes,no,,,
2622,30,technician,60000,single,unknown,yes,no,,,
2623,35,unemployed,8000,divorced,tertiary,yes,no,,,
2624,24,self-employed,60000,single,tertiary,yes,no,,,
2625,45,blue-collar,20000,married,primary,yes,no,,,
2626,33,services,70000,single,secondary,yes,no,,,
2627,58,blue-collar,20000,married,primary,yes,no,,,
2628,37,blue-collar,20000,married,primary,yes,yes,,,
2629,31,admin.,50000,divorced,secondary,yes,no,,,
2630,34,blue-collar,20000,married,secondary,yes,no,,,
2631,29,blue-collar,20000,married,primary,yes,no,,,
2632,22,student,4000,single,secondary,yes,no,,,
2633,60,blue-collar,20000,married,primary,yes,no,,,
2634,60,management,100000,single,tertiary,no,no,,,
2635,30,entrepreneur,120000,married,tertiary,yes,no,,,
2636,35,management,100000,single,tertiary,yes,no,,,
2637,38,technician,60000,single,secondary,yes,no,,,
2638,58,housemaid,16000,married,primary,yes,no,,,
2639,50,retired,55000,married,primary,yes,yes,,,
2640,32,blue-collar,20000,married,secondary,yes,no,,,
2641,32,services,70000,married,secondary,yes,no,,,
2642,41,management,100000,married,tertiary,yes,no,,,
2643,43,blue-collar,20000,married,unknown,yes,no,,,
2644,24,admin.,50000,single,secondary,yes,yes,,,
2645,28,student,4000,single,tertiary,yes,no,,,
2646,29,services,70000,married,secondary,yes,no,,,
2647,31,blue-collar,20000,single,secondary,yes,no,,,
2648,55,blue-collar,20000,married,secondary,yes,yes,,,
2649,47,self-employed,60000,married,unknown,yes,no,,,
2650,35,services,70000,married,secondary,yes,no,,,
2651,25,technician,60000,married,secondary,yes,no,,,
2652,38,admin.,50000,married,secondary,yes,no,,,
2653,32,blue-collar,20000,married,secondary,yes,no,,,
2654,34,blue-collar,20000,married,secondary,yes,no,,,
2655,39,blue-collar,20000,married,primary,yes,no,,,
2656,33,services,70000,married,secondary,yes,no,,,
